genus,species,latitude,longitude,doy,day,month,year,lma,narea,vcmax,jmax,tleaf,ca,ca_real,origdata,dataset,contributor,precipitation_gs,temperature_gs,vpd_gs,par_gs,alpha,z,sand_top40,silt_top40,clay_top40,bulkD_top40,waterC_top40,pH_top40,orgC_top40,totN_top40,CN_top40,CECS_top40,open



Acacia,willhelmiana,-33.84,145.88,NA,NA,NA,NA,160.3427641,3.03214183,78.94282901,NA,25.5,377,T,NA,maire,Wright,32.56949405,17.33407738,0.974507108,945.6793286,0.539220216,171,51.85,20.5,15.55,0.638500005,11.7,6.170000029,4.046499991,NA,7.65,11.2,y



Acacia,havilandiorum,-33.84,145.88,NA,NA,NA,NA,412.4215906,3.82520734,83.672303,NA,25.5,377,T,NA,maire,Wright,32.56949405,17.33407738,0.974507108,945.6793286,0.539220216,171,51.85,20.5,15.55,0.638500005,11.7,6.170000029,4.046499991,NA,7.65,11.2,y



Acacia,oswaldii,-33.84,145.88,NA,NA,NA,NA,264.1538353,4.8558852,86.96159473,NA,25.5,377,T,NA,maire,Wright,32.56949405,17.33407738,0.974507108,945.6793286,0.539220216,171,51.85,20.5,15.55,0.638500005,11.7,6.170000029,4.046499991,NA,7.65,11.2,y



Eucalyptus,dumosa,-33.84,145.88,NA,NA,NA,NA,302.2725324,2.74347583,96.88736124,NA,25.5,377,T,NA,maire,Wright,32.56949405,17.33407738,0.974507108,945.6793286,0.539220216,171,51.85,20.5,15.55,0.638500005,11.7,6.170000029,4.046499991,NA,7.65,11.2,y



Dodonaea,viscosa_spatulata,-33.84,145.88,NA,NA,NA,NA,131.9497341,2.61560095,103.0243315,NA,25.5,377,T,NA,maire,Wright,32.56949405,17.33407738,0.974507108,945.6793286,0.539220216,171,51.85,20.5,15.55,0.638500005,11.7,6.170000029,4.046499991,NA,7.65,11.2,y



Hakea,tephrosperma,-33.84,145.88,NA,NA,NA,NA,503.207619,2.3414727,109.761365,NA,25.5,377,T,NA,maire,Wright,32.56949405,17.33407738,0.974507108,945.6793286,0.539220216,171,51.85,20.5,15.55,0.638500005,11.7,6.170000029,4.046499991,NA,7.65,11.2,y



Eucalyptus,socialis,-33.84,145.88,NA,NA,NA,NA,285.0288183,3.47220853,117.9293029,NA,25.5,377,T,NA,maire,Wright,32.56949405,17.33407738,0.974507108,945.6793286,0.539220216,171,51.85,20.5,15.55,0.638500005,11.7,6.170000029,4.046499991,NA,7.65,11.2,y



Acacia,doratoxylon,-33.84,145.88,NA,NA,NA,NA,218.8079665,4.38828142,119.6040755,NA,25.5,377,T,NA,maire,Wright,32.56949405,17.33407738,0.974507108,945.6793286,0.539220216,171,51.85,20.5,15.55,0.638500005,11.7,6.170000029,4.046499991,NA,7.65,11.2,y



Eucalyptus,intertexta,-33.84,145.88,NA,NA,NA,NA,180.3246521,2.65392691,146.8657285,NA,25.5,377,T,NA,maire,Wright,32.56949405,17.33407738,0.974507108,945.6793286,0.539220216,171,51.85,20.5,15.55,0.638500005,11.7,6.170000029,4.046499991,NA,7.65,11.2,y



Hakea,dactyloides,-33.691,151.1444,NA,NA,NA,NA,289.017341,2.08092486,58.57093304,NA,25,368,T,NA,maire,Wright,90.08928571,17.7125,0.652702449,861.3792234,1.031437734,41,49.4,25.25,25.35,1.2875,13.6,5.074999881,16.81100016,1.177000001,14.5,9.9,y



Banksia,oblongifolia,-33.691,151.1444,NA,NA,NA,NA,276.2430939,2.29281768,68.58929137,NA,25,368,T,NA,maire,Wright,90.08928571,17.7125,0.652702449,861.3792234,1.031437734,41,49.4,25.25,25.35,1.2875,13.6,5.074999881,16.81100016,1.177000001,14.5,9.9,y



Eucalyptus,haemastoma,-33.691,151.1444,NA,NA,NA,NA,263.1578947,3.21052632,73.38864032,NA,25,368,T,NA,maire,Wright,90.08928571,17.7125,0.652702449,861.3792234,1.031437734,41,49.4,25.25,25.35,1.2875,13.6,5.074999881,16.81100016,1.177000001,14.5,9.9,y



Hakea,teretifolia,-33.691,151.1444,NA,NA,NA,NA,714.2857143,4.71428571,98.68093389,NA,25,368,T,NA,maire,Wright,90.08928571,17.7125,0.652702449,861.3792234,1.031437734,41,49.4,25.25,25.35,1.2875,13.6,5.074999881,16.81100016,1.177000001,14.5,9.9,y



Persoonia,laurina,-33.666667,150.633333,NA,NA,NA,NA,159.0127721,0.6996562,12.78245811,NA,25,387.143333,T,NA,maire,Wright,79.6233631,16.91190476,0.683186079,873.24677,0.980777166,107,41.35,35.35,23.3,1.401500022,16.8,6.274999976,11.30399976,1.061499998,11.3,14.85,y



Eucalyptus,sclerophylla,-33.666667,150.633333,NA,NA,NA,NA,198.6294272,1.47929204,23.4090622,NA,25,400.375833,T,NA,maire,Wright,79.6233631,16.91190476,0.683186079,873.24677,0.980777166,107,41.35,35.35,23.3,1.401500022,16.8,6.274999976,11.30399976,1.061499998,11.3,14.85,y



Banksia,aemula,-33.666667,150.633333,NA,NA,NA,NA,180.0714388,0.91286748,27.14740235,NA,25,386.143333,T,NA,maire,Wright,79.6233631,16.91190476,0.683186079,873.24677,0.980777166,107,41.35,35.35,23.3,1.401500022,16.8,6.274999976,11.30399976,1.061499998,11.3,14.85,y



Persoonia,laurina,-33.666667,150.75,NA,NA,NA,NA,162.3348283,0.60473448,10.07885549,NA,25,387.536667,T,NA,maire,Wright,79.6233631,16.91190476,0.683186079,873.24677,0.980777166,107,40.95,33.95,25.1,1.475000006,15.25,6.259999991,10.65450001,1.001500007,10.7,14.85,y



Banksia,spinulosa,-33.666667,150.75,NA,NA,NA,NA,221.0062361,1.02315571,21.77109843,NA,25,376.333889,T,NA,maire,Wright,79.6233631,16.91190476,0.683186079,873.24677,0.980777166,107,40.95,33.95,25.1,1.475000006,15.25,6.259999991,10.65450001,1.001500007,10.7,14.85,y



Acacia,falcata,-33.666667,150.75,NA,NA,NA,NA,127.9920436,2.46494072,24.13009638,NA,25,369.71,T,NA,maire,Wright,79.6233631,16.91190476,0.683186079,873.24677,0.980777166,107,40.95,33.95,25.1,1.475000006,15.25,6.259999991,10.65450001,1.001500007,10.7,14.85,y



Eucalyptus,haemostoma,-33.666667,150.75,NA,NA,NA,NA,130.5715802,1.38588836,31.04642101,NA,25,376.504167,T,NA,maire,Wright,79.6233631,16.91190476,0.683186079,873.24677,0.980777166,107,40.95,33.95,25.1,1.475000006,15.25,6.259999991,10.65450001,1.001500007,10.7,14.85,y



Acacia,longifolia,-33.45,151.06,NA,NA,NA,NA,115.5659451,2.75046949,22.82635202,NA,25,386.043333,T,NA,maire,Wright,82.86235119,17.01919643,0.670925709,883.7583506,1.012226045,121,41.35,35.35,23.3,1.401500022,16.8,6.274999976,11.30399976,1.061499998,11.3,14.85,y



Pittosporum,undulatum,-33.45,151.06,NA,NA,NA,NA,120.3827494,1.90198469,42.4414013,NA,25,365.985,T,NA,maire,Wright,82.86235119,17.01919643,0.670925709,883.7583506,1.012226045,121,41.35,35.35,23.3,1.401500022,16.8,6.274999976,11.30399976,1.061499998,11.3,14.85,y



Pinus,pinaster,-32.78,117.56,NA,NA,NA,NA,347.826087,NA,17.40581573,NA,22.5,360,T,NA,maire,Wright,30.82872024,16.3672619,0.894594046,924.4024206,0.607258009,325,45.95,31.45,22.6,1.432000005,16.2,6.364999962,8.98999989,0.787999996,10.75,14.3,y



Pinus,pinaster,-32.78,117.56,NA,NA,NA,NA,357.1428571,2.28571429,20.27608966,NA,22.5,360,T,NA,maire,Wright,30.82872024,16.3672619,0.894594046,924.4024206,0.607258009,325,45.95,31.45,22.6,1.432000005,16.2,6.364999962,8.98999989,0.787999996,10.75,14.3,y



Pinus,pinaster,-32.78,117.56,NA,NA,NA,NA,395.6834528,NA,24.84787999,NA,22.5,360,T,NA,maire,Wright,30.82872024,16.3672619,0.894594046,924.4024206,0.607258009,325,45.95,31.45,22.6,1.432000005,16.2,6.364999962,8.98999989,0.787999996,10.75,14.3,y



Pinus,pinaster,-32.78,117.56,NA,NA,NA,NA,378.2051277,NA,27.14500683,NA,22.5,360,T,NA,maire,Wright,30.82872024,16.3672619,0.894594046,924.4024206,0.607258009,325,45.95,31.45,22.6,1.432000005,16.2,6.364999962,8.98999989,0.787999996,10.75,14.3,y



Pinus,pinaster,-32.78,117.56,NA,NA,NA,NA,402.2988499,NA,27.99309011,NA,22.5,360,T,NA,maire,Wright,30.82872024,16.3672619,0.894594046,924.4024206,0.607258009,325,45.95,31.45,22.6,1.432000005,16.2,6.364999962,8.98999989,0.787999996,10.75,14.3,y



Pinus,pinaster,-32.78,117.56,NA,NA,NA,NA,392.5233641,NA,28.05202526,NA,22.5,360,T,NA,maire,Wright,30.82872024,16.3672619,0.894594046,924.4024206,0.607258009,325,45.95,31.45,22.6,1.432000005,16.2,6.364999962,8.98999989,0.787999996,10.75,14.3,y



Pinus,pinaster,-32.78,117.56,NA,NA,NA,NA,396.8253968,2.8968254,34.2107847,NA,22.5,360,T,NA,maire,Wright,30.82872024,16.3672619,0.894594046,924.4024206,0.607258009,325,45.95,31.45,22.6,1.432000005,16.2,6.364999962,8.98999989,0.787999996,10.75,14.3,y



Pinus,pinaster,-32.78,117.56,NA,NA,NA,NA,400,5.24,36.34078699,NA,22.5,360,T,NA,maire,Wright,30.82872024,16.3672619,0.894594046,924.4024206,0.607258009,325,45.95,31.45,22.6,1.432000005,16.2,6.364999962,8.98999989,0.787999996,10.75,14.3,y



Pinus,pinaster,-32.78,117.56,NA,NA,NA,NA,400,2.32,37.38654143,NA,22.5,360,T,NA,maire,Wright,30.82872024,16.3672619,0.894594046,924.4024206,0.607258009,325,45.95,31.45,22.6,1.432000005,16.2,6.364999962,8.98999989,0.787999996,10.75,14.3,y



Pinus,pinaster,-32.78,117.56,NA,NA,NA,NA,394.2307686,NA,40.80617784,NA,22.5,360,T,NA,maire,Wright,30.82872024,16.3672619,0.894594046,924.4024206,0.607258009,325,45.95,31.45,22.6,1.432000005,16.2,6.364999962,8.98999989,0.787999996,10.75,14.3,y



Pinus,pinaster,-32.78,117.56,NA,NA,NA,NA,395.256917,3.8339921,42.29765397,NA,22.5,360,T,NA,maire,Wright,30.82872024,16.3672619,0.894594046,924.4024206,0.607258009,325,45.95,31.45,22.6,1.432000005,16.2,6.364999962,8.98999989,0.787999996,10.75,14.3,y



Pinus,pinaster,-32.78,117.56,NA,NA,NA,NA,386.934674,NA,43.71734587,NA,22.5,360,T,NA,maire,Wright,30.82872024,16.3672619,0.894594046,924.4024206,0.607258009,325,45.95,31.45,22.6,1.432000005,16.2,6.364999962,8.98999989,0.787999996,10.75,14.3,y



Pinus,pinaster,-32.78,117.56,NA,NA,NA,NA,392.1568627,2.94117647,43.71899771,NA,22.5,360,T,NA,maire,Wright,30.82872024,16.3672619,0.894594046,924.4024206,0.607258009,325,45.95,31.45,22.6,1.432000005,16.2,6.364999962,8.98999989,0.787999996,10.75,14.3,y



Pinus,pinaster,-32.78,117.56,NA,NA,NA,NA,361.3861383,NA,44.90633925,NA,22.5,360,T,NA,maire,Wright,30.82872024,16.3672619,0.894594046,924.4024206,0.607258009,325,45.95,31.45,22.6,1.432000005,16.2,6.364999962,8.98999989,0.787999996,10.75,14.3,y



Pinus,pinaster,-32.78,117.56,NA,NA,NA,NA,403.5087719,NA,48.88657734,NA,22.5,360,T,NA,maire,Wright,30.82872024,16.3672619,0.894594046,924.4024206,0.607258009,325,45.95,31.45,22.6,1.432000005,16.2,6.364999962,8.98999989,0.787999996,10.75,14.3,y



Pinus,pinaster,-32.78,117.56,NA,NA,NA,NA,293.8005386,NA,51.59024425,NA,22.5,360,T,NA,maire,Wright,30.82872024,16.3672619,0.894594046,924.4024206,0.607258009,325,45.95,31.45,22.6,1.432000005,16.2,6.364999962,8.98999989,0.787999996,10.75,14.3,y



Pinus,pinaster,-32.78,117.56,NA,NA,NA,NA,420.6642071,NA,52.69339994,NA,22.5,360,T,NA,maire,Wright,30.82872024,16.3672619,0.894594046,924.4024206,0.607258009,325,45.95,31.45,22.6,1.432000005,16.2,6.364999962,8.98999989,0.787999996,10.75,14.3,y



Pinus,pinaster,-32.78,117.56,NA,NA,NA,NA,293.2098762,NA,53.26586185,NA,22.5,360,T,NA,maire,Wright,30.82872024,16.3672619,0.894594046,924.4024206,0.607258009,325,45.95,31.45,22.6,1.432000005,16.2,6.364999962,8.98999989,0.787999996,10.75,14.3,y



Pinus,pinaster,-32.78,117.56,NA,NA,NA,NA,356.5573772,NA,54.68338056,NA,22.5,360,T,NA,maire,Wright,30.82872024,16.3672619,0.894594046,924.4024206,0.607258009,325,45.95,31.45,22.6,1.432000005,16.2,6.364999962,8.98999989,0.787999996,10.75,14.3,y



Pinus,pinaster,-32.78,117.56,NA,NA,NA,NA,403.2258065,4.39516129,61.05634411,NA,22.5,360,T,NA,maire,Wright,30.82872024,16.3672619,0.894594046,924.4024206,0.607258009,325,45.95,31.45,22.6,1.432000005,16.2,6.364999962,8.98999989,0.787999996,10.75,14.3,y



Pinus,pinaster,-32.78,117.56,NA,NA,NA,NA,363.6363636,3.05454546,62.1114563,NA,22.5,360,T,NA,maire,Wright,30.82872024,16.3672619,0.894594046,924.4024206,0.607258009,325,45.95,31.45,22.6,1.432000005,16.2,6.364999962,8.98999989,0.787999996,10.75,14.3,y



Pinus,pinaster,-32.78,117.56,NA,NA,NA,NA,312.5,NA,68.42204679,NA,22.5,360,T,NA,maire,Wright,30.82872024,16.3672619,0.894594046,924.4024206,0.607258009,325,45.95,31.45,22.6,1.432000005,16.2,6.364999962,8.98999989,0.787999996,10.75,14.3,y



Pinus,pinaster,-32.78,117.56,NA,NA,NA,NA,431.0344828,5.68965517,71.31471576,NA,22.5,360,T,NA,maire,Wright,30.82872024,16.3672619,0.894594046,924.4024206,0.607258009,325,45.95,31.45,22.6,1.432000005,16.2,6.364999962,8.98999989,0.787999996,10.75,14.3,y



Pinus,pinaster,-32.78,117.56,NA,NA,NA,NA,377.3584906,3.88679245,77.0494969,NA,22.5,360,T,NA,maire,Wright,30.82872024,16.3672619,0.894594046,924.4024206,0.607258009,325,45.95,31.45,22.6,1.432000005,16.2,6.364999962,8.98999989,0.787999996,10.75,14.3,y



Pinus,pinaster,-32.78,117.56,NA,NA,NA,NA,400,5.28,80.07116837,NA,22.5,360,T,NA,maire,Wright,30.82872024,16.3672619,0.894594046,924.4024206,0.607258009,325,45.95,31.45,22.6,1.432000005,16.2,6.364999962,8.98999989,0.787999996,10.75,14.3,y



Pinus,pinaster,-32.78,117.56,NA,NA,NA,NA,324.6753247,3.92857143,87.73520667,NA,22.5,360,T,NA,maire,Wright,30.82872024,16.3672619,0.894594046,924.4024206,0.607258009,325,45.95,31.45,22.6,1.432000005,16.2,6.364999962,8.98999989,0.787999996,10.75,14.3,y



Pinus,pinaster,-32.78,117.56,NA,NA,NA,NA,292.6829265,NA,99.11731269,NA,22.5,360,T,NA,maire,Wright,30.82872024,16.3672619,0.894594046,924.4024206,0.607258009,325,45.95,31.45,22.6,1.432000005,16.2,6.364999962,8.98999989,0.787999996,10.75,14.3,y



Leucopogon,conostephioides,-31.5,115.6,NA,NA,NA,NA,157.018543,1.73819527,23.5315851,NA,23.5,360,T,NA,maire,Wright,54.7546131,18.41830357,0.864347537,968.164594,0.738424946,57,54.45,29.35,16.2,1.415499991,18.6,7.205000043,10.94749968,0.949499986,10.15,14,y



Pterostylis,sp,-31.5,115.6,NA,NA,NA,NA,37.35465118,0.8625189,24.98617091,NA,23.5,360,T,NA,maire,Wright,54.7546131,18.41830357,0.864347537,968.164594,0.738424946,57,54.45,29.35,16.2,1.415499991,18.6,7.205000043,10.94749968,0.949499986,10.15,14,y



Andersonia,heterophylla,-31.5,115.6,NA,NA,NA,NA,258.5512123,2.43038139,30.155058,NA,23.5,360,T,NA,maire,Wright,54.7546131,18.41830357,0.864347537,968.164594,0.738424946,57,54.45,29.35,16.2,1.415499991,18.6,7.205000043,10.94749968,0.949499986,10.15,14,y



Astroloma,xerophyllum,-31.5,115.6,NA,NA,NA,NA,223.1419583,2.18679119,34.82776432,NA,23.5,360,T,NA,maire,Wright,54.7546131,18.41830357,0.864347537,968.164594,0.738424946,57,54.45,29.35,16.2,1.415499991,18.6,7.205000043,10.94749968,0.949499986,10.15,14,y



Stylidium,sp,-31.5,115.6,NA,NA,NA,NA,112.3363435,2.05463172,34.83048432,NA,23.5,360,T,NA,maire,Wright,54.7546131,18.41830357,0.864347537,968.164594,0.738424946,57,54.45,29.35,16.2,1.415499991,18.6,7.205000043,10.94749968,0.949499986,10.15,14,y



Conostephium,pendulum,-31.5,115.6,NA,NA,NA,NA,216.2204794,1.97193077,38.97083565,NA,23.5,360,T,NA,maire,Wright,54.7546131,18.41830357,0.864347537,968.164594,0.738424946,57,54.45,29.35,16.2,1.415499991,18.6,7.205000043,10.94749968,0.949499986,10.15,14,y



Macrozamia,riedlei,-31.5,115.6,NA,NA,NA,NA,290.359189,5.02031037,43.9130606,NA,23.5,360,T,NA,maire,Wright,54.7546131,18.41830357,0.864347537,968.164594,0.738424946,57,54.45,29.35,16.2,1.415499991,18.6,7.205000043,10.94749968,0.949499986,10.15,14,y



Nuytsia,floribunda,-31.5,115.6,NA,NA,NA,NA,459.302296,3.49529047,46.8591338,NA,23.5,360,T,NA,maire,Wright,54.7546131,18.41830357,0.864347537,968.164594,0.738424946,57,54.45,29.35,16.2,1.415499991,18.6,7.205000043,10.94749968,0.949499986,10.15,14,y



Hibbertia,huegelii,-31.5,115.6,NA,NA,NA,NA,182.7802934,2.01606664,50.85653753,NA,23.5,360,T,NA,maire,Wright,54.7546131,18.41830357,0.864347537,968.164594,0.738424946,57,54.45,29.35,16.2,1.415499991,18.6,7.205000043,10.94749968,0.949499986,10.15,14,y



Calytrix,flavescens,-31.5,115.6,NA,NA,NA,NA,238.8929317,2.45104148,53.40062944,NA,23.5,360,T,NA,maire,Wright,54.7546131,18.41830357,0.864347537,968.164594,0.738424946,57,54.45,29.35,16.2,1.415499991,18.6,7.205000043,10.94749968,0.949499986,10.15,14,y



Scholtzia,involucrata,-31.5,115.6,NA,NA,NA,NA,177.4971237,2.31456249,53.59063957,NA,23.5,360,T,NA,maire,Wright,54.7546131,18.41830357,0.864347537,968.164594,0.738424946,57,54.45,29.35,16.2,1.415499991,18.6,7.205000043,10.94749968,0.949499986,10.15,14,y



Eremaea,pauciflora,-31.5,115.6,NA,NA,NA,NA,198.9004073,2.30127771,54.58780067,NA,23.5,360,T,NA,maire,Wright,54.7546131,18.41830357,0.864347537,968.164594,0.738424946,57,54.45,29.35,16.2,1.415499991,18.6,7.205000043,10.94749968,0.949499986,10.15,14,y



Regelia,ciliata,-31.5,115.6,NA,NA,NA,NA,154.3023104,1.74053006,58.74823465,NA,23.5,360,T,NA,maire,Wright,54.7546131,18.41830357,0.864347537,968.164594,0.738424946,57,54.45,29.35,16.2,1.415499991,18.6,7.205000043,10.94749968,0.949499986,10.15,14,y



Stirlingia,latifolia,-31.5,115.6,NA,NA,NA,NA,290.4240519,2.69223096,58.77520662,NA,23.5,360,T,NA,maire,Wright,54.7546131,18.41830357,0.864347537,968.164594,0.738424946,57,54.45,29.35,16.2,1.415499991,18.6,7.205000043,10.94749968,0.949499986,10.15,14,y



Patersonia,occidentalis,-31.5,115.6,NA,NA,NA,NA,379.2199496,3.27266817,58.90864128,NA,23.5,360,T,NA,maire,Wright,54.7546131,18.41830357,0.864347537,968.164594,0.738424946,57,54.45,29.35,16.2,1.415499991,18.6,7.205000043,10.94749968,0.949499986,10.15,14,y



Melaleuca,acerosa,-31.5,115.6,NA,NA,NA,NA,332.5426976,2.82661293,59.14960423,NA,23.5,360,T,NA,maire,Wright,54.7546131,18.41830357,0.864347537,968.164594,0.738424946,57,54.45,29.35,16.2,1.415499991,18.6,7.205000043,10.94749968,0.949499986,10.15,14,y



Gladiolus,caryophyllaceus,-31.5,115.6,NA,NA,NA,NA,87.20546452,1.65864794,60.37643058,NA,23.5,360,T,NA,maire,Wright,54.7546131,18.41830357,0.864347537,968.164594,0.738424946,57,54.45,29.35,16.2,1.415499991,18.6,7.205000043,10.94749968,0.949499986,10.15,14,y



Xanthorrhoea,preissii,-31.5,115.6,NA,NA,NA,NA,743.8616813,5.93601621,67.32873819,NA,23.5,360,T,NA,maire,Wright,54.7546131,18.41830357,0.864347537,968.164594,0.738424946,57,54.45,29.35,16.2,1.415499991,18.6,7.205000043,10.94749968,0.949499986,10.15,14,y



Hibbertia,subvaginata,-31.5,115.6,NA,NA,NA,NA,245.9656765,3.24428727,67.58029774,NA,23.5,360,T,NA,maire,Wright,54.7546131,18.41830357,0.864347537,968.164594,0.738424946,57,54.45,29.35,16.2,1.415499991,18.6,7.205000043,10.94749968,0.949499986,10.15,14,y



Banksia,menziesii,-31.5,115.6,NA,NA,NA,NA,322.8496435,2.58925414,70.03471438,NA,23.5,360,T,NA,maire,Wright,54.7546131,18.41830357,0.864347537,968.164594,0.738424946,57,54.45,29.35,16.2,1.415499991,18.6,7.205000043,10.94749968,0.949499986,10.15,14,y



Persoonia,saccata,-31.5,115.6,NA,NA,NA,NA,462.2986954,3.28694372,71.84632621,NA,23.5,360,T,NA,maire,Wright,54.7546131,18.41830357,0.864347537,968.164594,0.738424946,57,54.45,29.35,16.2,1.415499991,18.6,7.205000043,10.94749968,0.949499986,10.15,14,y



Jacksonia,floribunda,-31.5,115.6,NA,NA,NA,NA,311.7501153,5.00358935,72.66292681,NA,23.5,360,T,NA,maire,Wright,54.7546131,18.41830357,0.864347537,968.164594,0.738424946,57,54.45,29.35,16.2,1.415499991,18.6,7.205000043,10.94749968,0.949499986,10.15,14,y



Bossiaea,eriocarpa,-31.5,115.6,NA,NA,NA,NA,201.6149869,3.80649095,72.79383881,NA,23.5,360,T,NA,maire,Wright,54.7546131,18.41830357,0.864347537,968.164594,0.738424946,57,54.45,29.35,16.2,1.415499991,18.6,7.205000043,10.94749968,0.949499986,10.15,14,y



Anigozanthos,humilis,-31.5,115.6,NA,NA,NA,NA,57.67101821,2.0450143,73.76510722,NA,23.5,360,T,NA,maire,Wright,54.7546131,18.41830357,0.864347537,968.164594,0.738424946,57,54.45,29.35,16.2,1.415499991,18.6,7.205000043,10.94749968,0.949499986,10.15,14,y



Lyginia,barbata,-31.5,115.6,NA,NA,NA,NA,676.555202,4.83060415,74.55327967,NA,23.5,360,T,NA,maire,Wright,54.7546131,18.41830357,0.864347537,968.164594,0.738424946,57,54.45,29.35,16.2,1.415499991,18.6,7.205000043,10.94749968,0.949499986,10.15,14,y



Petrophile,linearis,-31.5,115.6,NA,NA,NA,NA,544.6247196,3.38756576,80.1930504,NA,23.5,360,T,NA,maire,Wright,54.7546131,18.41830357,0.864347537,968.164594,0.738424946,57,54.45,29.35,16.2,1.415499991,18.6,7.205000043,10.94749968,0.949499986,10.15,14,y



Verticordia,nitens,-31.5,115.6,NA,NA,NA,NA,331.5346232,3.72313382,82.12908233,NA,23.5,360,T,NA,maire,Wright,54.7546131,18.41830357,0.864347537,968.164594,0.738424946,57,54.45,29.35,16.2,1.415499991,18.6,7.205000043,10.94749968,0.949499986,10.15,14,y



Banksia,attenuata,-31.5,115.6,NA,NA,NA,NA,284.3206725,2.31152707,110.4238194,NA,23.5,360,T,NA,maire,Wright,54.7546131,18.41830357,0.864347537,968.164594,0.738424946,57,54.45,29.35,16.2,1.415499991,18.6,7.205000043,10.94749968,0.949499986,10.15,14,y



Adenanthos,cygnorum,-31.371801,115.708323,NA,NA,NA,NA,232.5640207,1.83260448,49.34062392,NA,23.5,360,T,NA,maire,Wright,47.5046131,18.40892857,0.916036395,987.5259316,0.70508973,127,74.8,17.35,7.85,1.339000016,19.65,4.835000038,30.02000041,1.103000002,20.95,13.1,y



Acacia,mellifera,-24.1684,21.8881,NA,NA,NA,NA,181.1594203,NA,44.23415063,NA,30,369,T,NA,maire,Wright,25.78764881,21.31994048,1.08557585,1051.070632,0.33855594,1127,85.55,6.975,7.475,1.53900004,6.8,6.220000076,2.562749961,0.242500004,10.875,3.525,y



Terminalia,sericea,-22.4108,21.7112,NA,NA,NA,NA,169.2047377,NA,59.09979803,NA,30,369,T,NA,maire,Wright,30.69672619,21.8735119,1.047509208,1022.995384,0.378656317,1091,79.3,10.7,10,1.471500003,10.05,6.830000019,3.839749923,0.445499997,9.4,6.15,y



Terminalia,sericea,-22.4108,21.7112,NA,NA,NA,NA,169.2047377,NA,71.57277633,NA,30,369,T,NA,maire,Wright,30.69672619,21.8735119,1.047509208,1022.995384,0.378656317,1091,79.3,10.7,10,1.471500003,10.05,6.830000019,3.839749923,0.445499997,9.4,6.15,y



Acacia,mellifera,-22.4108,21.7112,NA,NA,NA,NA,181.1594203,NA,86.36353732,NA,30,369,T,NA,maire,Wright,30.69672619,21.8735119,1.047509208,1022.995384,0.378656317,1091,79.3,10.7,10,1.471500003,10.05,6.830000019,3.839749923,0.445499997,9.4,6.15,y



Bauhinia,petersiana,-22.4108,21.7112,NA,NA,NA,NA,88.33922261,NA,165.2943335,NA,30,369,T,NA,maire,Wright,30.69672619,21.8735119,1.047509208,1022.995384,0.378656317,1091,79.3,10.7,10,1.471500003,10.05,6.830000019,3.839749923,0.445499997,9.4,6.15,y



Chuquiraga,spinosa,-18.33,-69.67,NA,NA,NA,NA,NA,NA,20.59205212,NA,22,367,T,NA,maire,Wright,9.017113095,11.19449405,0.624670886,944.335106,0.292602136,3006,55.95,28.75,15.3,1.225500035,19.2,7.439999914,9.256500244,0.966499999,10.05,14.45,y



Polylepis,rugulosa,-18.33,-69.67,NA,NA,NA,NA,NA,NA,31.25965397,NA,22,367,T,NA,maire,Wright,9.017113095,11.19449405,0.624670886,944.335106,0.292602136,3006,55.95,28.75,15.3,1.225500035,19.2,7.439999914,9.256500244,0.966499999,10.05,14.45,y



Baccharis,santelicis,-18.33,-69.67,NA,NA,NA,NA,NA,NA,48.35328375,NA,22,367,T,NA,maire,Wright,9.017113095,11.19449405,0.624670886,944.335106,0.292602136,3006,55.95,28.75,15.3,1.225500035,19.2,7.439999914,9.256500244,0.966499999,10.05,14.45,y



Lupinus,oreophilus,-18.33,-69.67,NA,NA,NA,NA,NA,NA,60.24343549,NA,22,367,T,NA,maire,Wright,9.017113095,11.19449405,0.624670886,944.335106,0.292602136,3006,55.95,28.75,15.3,1.225500035,19.2,7.439999914,9.256500244,0.966499999,10.05,14.45,y



Balbisia,stitchkinii,-18.33,-69.67,NA,NA,NA,NA,NA,NA,68.22802554,NA,22,367,T,NA,maire,Wright,9.017113095,11.19449405,0.624670886,944.335106,0.292602136,3006,55.95,28.75,15.3,1.225500035,19.2,7.439999914,9.256500244,0.966499999,10.05,14.45,y



Dunalia,spinosa,-18.33,-69.67,NA,NA,NA,NA,NA,NA,69.98524674,NA,22,367,T,NA,maire,Wright,9.017113095,11.19449405,0.624670886,944.335106,0.292602136,3006,55.95,28.75,15.3,1.225500035,19.2,7.439999914,9.256500244,0.966499999,10.05,14.45,y



Baccharis,latifolia,-18.33,-69.67,NA,NA,NA,NA,NA,NA,93.40212601,NA,22,367,T,NA,maire,Wright,9.017113095,11.19449405,0.624670886,944.335106,0.292602136,3006,55.95,28.75,15.3,1.225500035,19.2,7.439999914,9.256500244,0.966499999,10.05,14.45,y



